Timestamp,difficulty
2021-07-17 01:00:00,14348541098817.076
2021-07-18 01:00:00,13672594272814
2021-07-19 01:00:00,13672594272814
2021-07-20 01:00:00,13672594272814
2021-07-21 01:00:00,13672594272814
2021-07-22 01:00:00,13672594272814
2021-07-23 01:00:00,13672594272814
2021-07-24 01:00:00,13672594272814
2021-07-25 01:00:00,13672594272814
2021-07-26 01:00:00,13672594272814
2021-07-27 01:00:00,13672594272814
2021-07-28 01:00:00,13672594272814
2021-07-29 01:00:00,13672594272814
2021-07-30 01:00:00,13672594272814
2021-07-31 01:00:00,14319158983942.734
2021-08-01 01:00:00,14496442856349
2021-08-02 01:00:00,14496442856349
2021-08-03 01:00:00,14496442856349
2021-08-04 01:00:00,14496442856349
2021-08-05 01:00:00,14496442856349
2021-08-06 01:00:00,14496442856349
2021-08-07 01:00:00,14496442856349
2021-08-08 01:00:00,14496442856349
2021-08-09 01:00:00,14496442856349
2021-08-10 01:00:00,14496442856349
2021-08-11 01:00:00,14496442856349
2021-08-12 01:00:00,14496442856349
2021-08-13 01:00:00,15324761487407.408
2021-08-14 01:00:00,15556093717703
2021-08-15 01:00:00,15556093717703
2021-08-16 01:00:00,15556093717703
2021-08-17 01:00:00,15556093717703
2021-08-18 01:00:00,15556093717703
2021-08-19 01:00:00,15556093717703
2021-08-20 01:00:00,15556093717703
2021-08-21 01:00:00,15556093717703
2021-08-22 01:00:00,15556093717703
2021-08-23 01:00:00,15556093717703
2021-08-24 01:00:00,15556093717703
2021-08-25 01:00:00,16431142929372.8
2021-08-26 01:00:00,17615033039279
2021-08-27 01:00:00,17615033039279
2021-08-28 01:00:00,17615033039279
2021-08-29 01:00:00,17615033039279
2021-08-30 01:00:00,17615033039279
2021-08-31 01:00:00,17615033039279
2021-09-01 01:00:00,17615033039279
2021-09-02 01:00:00,17615033039279
2021-09-03 01:00:00,17615033039279
2021-09-04 01:00:00,17615033039279
2021-09-05 01:00:00,17615033039279
2021-09-06 01:00:00,17615033039279
2021-09-07 01:00:00,17615033039279
2021-09-08 01:00:00,18403887482923.086
2021-09-09 01:00:00,18415156832118
2021-09-10 01:00:00,18415156832118
2021-09-11 01:00:00,18415156832118
2021-09-12 01:00:00,18415156832118
2021-09-13 01:00:00,18415156832118
2021-09-14 01:00:00,18415156832118
2021-09-15 01:00:00,18415156832118
2021-09-16 01:00:00,18415156832118
2021-09-17 01:00:00,18415156832118
2021-09-18 01:00:00,18415156832118
2021-09-19 01:00:00,18415156832118
2021-09-20 01:00:00,18415156832118
2021-09-21 01:00:00,18632996500113.82
2021-09-22 01:00:00,18997641161759
2021-09-23 01:00:00,18997641161759
2021-09-24 01:00:00,18997641161759
2021-09-25 01:00:00,18997641161759
2021-09-26 01:00:00,18997641161759
2021-09-27 01:00:00,18997641161759
2021-09-28 01:00:00,18997641161759
2021-09-29 01:00:00,18997641161759
2021-09-30 01:00:00,18997641161759
2021-10-01 01:00:00,18997641161759
2021-10-02 01:00:00,18997641161759
2021-10-03 01:00:00,18997641161759
2021-10-04 01:00:00,19009120698769.46
2021-10-05 01:00:00,19893045048575
2021-10-06 01:00:00,19893045048575
2021-10-07 01:00:00,19893045048575
2021-10-08 01:00:00,19893045048575
2021-10-09 01:00:00,19893045048575
2021-10-10 01:00:00,19893045048575
2021-10-11 01:00:00,19893045048575
2021-10-12 01:00:00,19893045048575
2021-10-13 01:00:00,19893045048575
2021-10-14 01:00:00,19893045048575
2021-10-15 01:00:00,19893045048575
2021-10-16 01:00:00,19893045048575
2021-10-17 01:00:00,19893045048575
2021-10-18 01:00:00,19917361849675.434
2021-10-19 01:00:00,20082460130831
2021-10-20 01:00:00,20082460130831
2021-10-21 01:00:00,20082460130831
2021-10-22 01:00:00,20082460130831
