Timestamp,miners-revenue
2021-07-23 01:00:00,27972459.84596659
2021-07-24 01:00:00,33022007.456692234
2021-07-25 01:00:00,33196893.294046123
2021-07-26 01:00:00,36493145.8849538
2021-07-27 01:00:00,40625844.53592668
2021-07-28 01:00:00,39723886.333062276
2021-07-29 01:00:00,40901817.89725001
2021-07-30 01:00:00,42087445.1906185
2021-07-31 01:00:00,41621939.121906385
2021-08-01 01:00:00,40874038.11368588
2021-08-02 01:00:00,35937889.12802676
2021-08-03 01:00:00,41637592.37890438
2021-08-04 01:00:00,33520445.171270356
2021-08-05 01:00:00,39935192.170622125
2021-08-06 01:00:00,41573126.86150505
2021-08-07 01:00:00,45850268.790412456
2021-08-08 01:00:00,44179354.81712923
2021-08-09 01:00:00,43228448.21630561
2021-08-10 01:00:00,48233368.67053298
2021-08-11 01:00:00,42939210.622138664
2021-08-12 01:00:00,42929376.7834287
2021-08-13 01:00:00,42018438.48174473
2021-08-14 01:00:00,48765927.53500252
2021-08-15 01:00:00,53211493.46389551
2021-08-16 01:00:00,47962042.2573277
2021-08-17 01:00:00,51238797.93256642
2021-08-18 01:00:00,38733931.86284885
2021-08-19 01:00:00,44064382.99067613
2021-08-20 01:00:00,48449546.18566341
2021-08-21 01:00:00,52705962.505506665
2021-08-22 01:00:00,50723143.42981716
2021-08-23 01:00:00,62783444.839141734
2021-08-24 01:00:00,48446097.43704099
2021-08-25 01:00:00,48840322.24348587
2021-08-26 01:00:00,44344740.93695561
2021-08-27 01:00:00,44045251.69675718
2021-08-28 01:00:00,43653820.949328326
2021-08-29 01:00:00,48550300.09798564
2021-08-30 01:00:00,41207632.496016696
2021-08-31 01:00:00,43189750.75463795
2021-09-01 01:00:00,41665458.82355731
2021-09-02 01:00:00,47307177.29767034
2021-09-03 01:00:00,47116728.859512806
2021-09-04 01:00:00,49149539.307197995
2021-09-05 01:00:00,52134864.51670021
2021-09-06 01:00:00,57266555.76617543
2021-09-07 01:00:00,50271634.77666399
2021-09-08 01:00:00,41770433.46465715
2021-09-09 01:00:00,40368816.125831656
2021-09-10 01:00:00,39761194.02916377
2021-09-11 01:00:00,42455401.022459485
2021-09-12 01:00:00,42869858.34315411
2021-09-13 01:00:00,45344744.03230823
2021-09-14 01:00:00,49469863.80813275
2021-09-15 01:00:00,43026873.39652887
2021-09-16 01:00:00,41447857.65982055
2021-09-17 01:00:00,45000740.70677981
2021-09-18 01:00:00,47817679.60133659
2021-09-19 01:00:00,48131991.96049828
2021-09-20 01:00:00,46493150.405059814
2021-09-21 01:00:00,33328734.036510628
2021-09-22 01:00:00,36087715.34087247
2021-09-23 01:00:00,46022168.07568965
2021-09-24 01:00:00,40572791.526409164
2021-09-25 01:00:00,38679199.26482163
2021-09-26 01:00:00,38084247.824875385
2021-09-27 01:00:00,43218816.609998696
2021-09-28 01:00:00,40399023.488103874
2021-09-29 01:00:00,34503900.23399902
2021-09-30 01:00:00,46789306.0477054
2021-10-01 01:00:00,40884975.737541296
2021-10-02 01:00:00,56739068.277852364
2021-10-03 01:00:00,45436120.54418755
2021-10-04 01:00:00,47639372.834770404
2021-10-05 01:00:00,52076953.33832859
2021-10-06 01:00:00,43942894.697324865
2021-10-07 01:00:00,49405388.008102894
2021-10-08 01:00:00,41966394.782137804
2021-10-09 01:00:00,52134455.4356277
2021-10-10 01:00:00,55625852.15177321
2021-10-11 01:00:00,52898159.498963125
2021-10-12 01:00:00,48626582.2756845
2021-10-13 01:00:00,60196305.44825861
2021-10-14 01:00:00,51775839.05997654
2021-10-15 01:00:00,54670343.84247817
2021-10-16 01:00:00,51917022.70940908
2021-10-17 01:00:00,61555796.558050446
2021-10-18 01:00:00,58173901.823325954
2021-10-19 01:00:00,61804734.85684274
2021-10-20 01:00:00,61742492.207179874
2021-10-21 01:00:00,60807152.14749298
2021-10-22 01:00:00,63205405.89871215
2021-10-23 01:00:00,56004608.352318116
2021-10-24 01:00:00,58596760.65179703
2021-10-25 01:00:00,74417752.58679873
2021-10-26 01:00:00,59364122.89428637
2021-10-27 01:00:00,59080371.713124186
2021-10-28 01:00:00,58309865.54726451
2021-10-29 01:00:00,68395070.2356678
2021-10-30 01:00:00,60386548.96774499
2021-10-31 01:00:00,53663037.31103792
2021-11-01 01:00:00,57638512.187306106
2021-11-02 01:00:00,62861190.1269139
2021-11-03 01:00:00,64240988.99089417
2021-11-04 01:00:00,56277841.55081707
2021-11-05 01:00:00,60649721.91761671
2021-11-06 01:00:00,59379244.680895254
2021-11-07 01:00:00,60030049.95190955
2021-11-08 00:00:00,57270493.48673426
2021-11-09 00:00:00,65840419.26028567
2021-11-10 00:00:00,63548112.515628144
2021-11-11 00:00:00,65183349.254919946
2021-11-12 00:00:00,57924016.809395894
2021-11-13 00:00:00,62698179.56412874
2021-11-14 00:00:00,65428799.071050175
2021-11-15 00:00:00,63153343.37694485
2021-11-16 00:00:00,58617039.19308355
2021-11-17 00:00:00,56531418.51943135
2021-11-18 00:00:00,53828907.24201124
2021-11-19 00:00:00,49667132.61160643
2021-11-20 00:00:00,53936028.205529585
2021-11-21 00:00:00,50108593.37844211
2021-11-22 00:00:00,51325923.632378705
2021-11-23 00:00:00,48326099.813289404
2021-11-24 00:00:00,57141084.06903095
2021-11-25 00:00:00,48130860.01937926
2021-11-26 00:00:00,46589569.53114692
2021-11-27 00:00:00,49251516.20260195
2021-11-28 00:00:00,47788162.453428775
2021-11-29 00:00:00,52131631.55640632
2021-11-30 00:00:00,48794504.356670626
2021-12-01 00:00:00,50326073.90682207
2021-12-02 00:00:00,56025370.80177908
2021-12-03 00:00:00,60163624.383973464
2021-12-04 00:00:00,48318140.19851063
2021-12-05 00:00:00,52043857.44207013
2021-12-06 00:00:00,53085916.57636109
2021-12-07 00:00:00,49684990.70866684
2021-12-08 00:00:00,53150535.42389043
2021-12-09 00:00:00,50546267.60547939
2021-12-10 00:00:00,47537565.141738296
2021-12-11 00:00:00,46068658.14190287
2021-12-12 00:00:00,43658657.58972005
2021-12-13 00:00:00,43671664.546457544
2021-12-14 00:00:00,44651133.47405578
2021-12-15 00:00:00,43208574.52487161
2021-12-16 00:00:00,35647706.322254986
2021-12-17 00:00:00,45001267.21451994
2021-12-18 00:00:00,37344542.956068635
2021-12-19 00:00:00,44556197.850929074
2021-12-20 00:00:00,42533811.43613241
2021-12-21 00:00:00,48349569.819188565
2021-12-22 00:00:00,45795454.37454408
2021-12-23 00:00:00,47340546.687688515
2021-12-24 00:00:00,49180777.12235141
2021-12-25 00:00:00,47109105.267881535
2021-12-26 00:00:00,42660691.90296564
2021-12-27 00:00:00,47659524.9782583
2021-12-28 00:00:00,43360200.30927323
2021-12-29 00:00:00,43919738.49894784
2021-12-30 00:00:00,35335901.07549222
2021-12-31 00:00:00,44744369.164881885
2022-01-01 00:00:00,50149010.75444461
2022-01-02 00:00:00,48206934.99043735
2022-01-03 00:00:00,41960366.0938647
2022-01-04 00:00:00,43285514.636499785
2022-01-05 00:00:00,43723000.844989486
2022-01-06 00:00:00,40297229.196211085
2022-01-07 00:00:00,38347303.45149112
2022-01-08 00:00:00,37777816.26905982
2022-01-09 00:00:00,37068053.16263282
2022-01-10 00:00:00,37634287.25433144
2022-01-11 00:00:00,41815945.08734196
2022-01-12 00:00:00,37614100.691172846
2022-01-13 00:00:00,49600693.77700761
2022-01-14 00:00:00,42691914.993998244
2022-01-15 00:00:00,45035758.865415215
2022-01-16 00:00:00,47466219.95913501
2022-01-17 00:00:00,43763608.21850503
2022-01-18 00:00:00,36125898.01400663
2022-01-19 00:00:00,46790137.070109926
2022-01-20 00:00:00,46535284.65994317
2022-01-21 00:00:00,32978968.483064435
2022-01-22 00:00:00,30110451.200228963
2022-01-23 00:00:00,31485076.13631871
2022-01-24 00:00:00,33828656.38463798
2022-01-25 00:00:00,35087221.533111915
2022-01-26 00:00:00,31353367.591352165
2022-01-27 00:00:00,30227465.24249586
2022-01-28 00:00:00,36132765.51223091
2022-01-29 00:00:00,35684124.95720539
2022-01-30 00:00:00,35525578.69076615
2022-01-31 00:00:00,34119747.246724606
2022-02-01 00:00:00,37673152.98982954
2022-02-02 00:00:00,36860308.934098706
2022-02-03 00:00:00,34674721.34039274
2022-02-04 00:00:00,31845046.91622716
2022-02-05 00:00:00,31486890.20937454
2022-02-06 00:00:00,40981670.2961239
2022-02-07 00:00:00,37290363.04673385
2022-02-08 00:00:00,43425193.84147107
2022-02-09 00:00:00,39687367.621881716
2022-02-10 00:00:00,41628004.65890094
2022-02-11 00:00:00,39575264.28538539
2022-02-12 00:00:00,50024190.99933506
2022-02-13 00:00:00,42217994.28383549
2022-02-14 00:00:00,40840022.9699916
2022-02-15 00:00:00,48533029.988415286
2022-02-16 00:00:00,43917652.26947889
2022-02-17 00:00:00,42514659.43399647
2022-02-18 00:00:00,34237766.888329044
2022-02-19 00:00:00,37609546.79569337
2022-02-20 00:00:00,35174070.58003432
2022-02-21 00:00:00,30026576.035308674
